process_id,process_material,process_reactanta,process_reactantb,process_reactantc,process_reactantd,reference_doi,paper_id,paper_title,extracted_info
3134,LiF,LiN(SiMe3)2,SF6 plasma,,,https://doi.org/10.1039/D0CP05428C,,,"{
    ""process_parameters"": {
        ""reactants"": [
            ""LiN(SiMe3)2, SF6 plasma""
        ],
        ""temperature_range"": ""150 °C"",
        ""pressure_range"": ""50 mTorr""
    },
    ""film_properties"": {
        ""material"": ""LiF"",
        ""thickness_control"": ""In situ spectroscopic ellipsometry (SE) was used to monitor film thickness. The growth per cycle was approximately 0.4 Å."",
        ""uniformity"": ""Non-uniformity of thickness was 4.4% and refractive index was 0.2% over a 200 mm wafer."",
        ""conformality"": ""Conformal coating on high aspect ratio pillars was achieved with thickness variations from 57-62 nm."",
        ""film_thickness"": ""Approximately 40 nm for standard films, with growth per cycle of 0.4 Å."",
        ""film_density"": ""Approximately 2.3 g/cm³"",
        ""surface_roughness"": ""Approximately 10 nm"",
        ""refractive_index"": ""1.37 at 633 nm for films deposited using 1 s plasma exposure time""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Confirmed with saturation curves for LiN(SiMe3)2 dosing time and SF6 plasma exposure time."",
        ""nucleation_behavior"": ""Initial growth effect observed in the first 50 cycles."",
        ""growth_per_cycle"": ""Approximately 0.4 Å per cycle""
    },
    ""safety"": ""SF6 is a stable, non-toxic gas which is easy to handle. However, strict safety precautions are required for handling HF and HF-pyridine solutions."",
    ""stability"": ""Film composition and thickness did not show noticeable changes after storage in atmosphere for one month."",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""No difference observed with or without the use of Ar carrier gas, indicating high vapor pressure of the precursor."",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""crystallinity"": ""Films were polycrystalline with a preferential crystal growth orientation in the h111i direction."",
        ""impurities"": ""Levels of H, C, N, O, Si, and S were all <1 at%."",
        ""optical_absorption"": ""Increased with longer plasma exposure times.""
    }
}"
250,Co,CoCp2,NH3 plasma,,,10.1021/acs.jpcc.8b06342,R732950,"Atomic Layer Deposition of Cobalt Using H<sub>2</sub>-, N<sub>2</sub>-, and NH<sub>3</sub>-Based Plasmas: On the Role of the Co-reactant","{
    ""process_parameters"": {
        ""reactants"": [
            ""CoCp2, NH3 plasma""
        ],
        ""temperature_range"": ""300 °C"",
        ""pressure_range"": ""1.5 mTorr for NH3 plasma, 13 mTorr for H2/N2 plasma""
    },
    ""film_properties"": {
        ""material"": ""Co"",
        ""thickness_control"": ""Saturation studies showed self-limiting behavior for both precursor and co-reactant subcycles"",
        ""uniformity"": ""Good uniformity on large-area substrates"",
        ""conformality"": ""Excellent conformality on three-dimensional structures"",
        ""film_thickness"": ""Approximately 25 nm after 1000 cycles for AB processes, 29 nm observed in TEM for AB-NH3 process"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Low roughness observed in TEM images"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Both AB processes showed self-limiting half-reactions"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.29 ± 0.02 Å for AB processes, 0.44 Å for ABC process""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Plasma species"": ""NH3, N2, H2 identified in NH3 plasma; NH3 produced in H2/N2 plasma"",
        ""Reaction products"": ""HCp observed as a reaction product in precursor and co-reactant subcycles"",
        ""Film purity"": ""High purity for AB processes, low purity for ABC process"",
        ""Film resistivity"": ""Low resistivity for AB processes, high resistivity for ABC process""
    }
}"
2403,Co,CoCp2,N2/H2 plasma,,,10.1021/acs.jpcc.8b06342,R732950,"Atomic Layer Deposition of Cobalt Using H<sub>2</sub>-, N<sub>2</sub>-, and NH<sub>3</sub>-Based Plasmas: On the Role of the Co-reactant","{
    ""process_parameters"": {
        ""reactants"": [
            ""CoCp2, N2/H2 plasma""
        ],
        ""temperature_range"": ""300 °C"",
        ""pressure_range"": ""1.5 mTorr (NH3 plasma), 13 mTorr (H2/N2 plasma)""
    },
    ""film_properties"": {
        ""material"": ""Co"",
        ""thickness_control"": ""The GPC saturates to a value of 0.29 ± 0.02 Å for both NH3 and H2/N2 plasma processes."",
        ""uniformity"": ""The film forms a closed layer with low roughness."",
        ""conformality"": ""-"",
        ""film_thickness"": ""Approximately 25 nm after 1000 cycles for both AB-NH3 and AB-H2/N2 processes, 29 nm observed in TEM for AB-NH3 process."",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Low roughness observed in TEM images."",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Both precursor and co-reactant subcycles demonstrated a self-limiting behavior for NH3 and H2/N2 plasma processes."",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.29 ± 0.02 Å for both NH3 and H2/N2 plasma processes.""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""reaction_products"": ""HCp (C5H6+) observed as a reaction product in the precursor and co-reactant subcycles."",
        ""plasma_species"": ""NH3, N2, H2 identified in NH3 plasma; NH3 detected in H2/N2 plasma."",
        ""film_microstructure"": ""Polycrystalline structure observed in TEM images.""
    }
}"
3141,B2O3,B(NMe2)3,O2 plasma,,,10.1116/1.4917552,R732953,Use of B2O3 films grown by plasma-assisted atomic layer deposition for shallow boron doping in silicon,"{
    ""process_parameters"": {
        ""reactants"": [
            ""B(NMe2)3, O2 plasma""
        ],
        ""temperature_range"": ""Room temperature to 100°C"",
        ""pressure_range"": ""Low-pressure system""
    },
    ""film_properties"": {
        ""material"": ""B2O3"",
        ""thickness_control"": ""Thickness measured by spectroscopic ellipsometry; growth per cycle was highest with 0.13 nm at room temperature and decreased with higher temperature"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""Varied depending on the number of cycles; example: 26 nm for 200 cycles"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""ALD type growth was obtained; growth per cycle was highest with 0.13 nm at room temperature and decreased with higher temperature"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.13 nm at room temperature""
    },
    ""safety"": ""-"",
    ""stability"": ""Highly unstable in ambient air; degradation observed after 16 weeks of storage in air"",
    ""reproducibility"": ""Film thickness homogeneity and reproducibility was sufficient with 10 s plasma exposure time"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Boron doping of silicon was demonstrated using the uncapped PALD B2O3 films for RTA processes without exposing them to air"",
    ""extra_properties"": {
        ""Deposition system"": ""Single wafer ALD reactor developed by IMOS group"",
        ""Plasma source"": ""Remote capacitively coupled plasma source powered by GaN microwave oscillators"",
        ""Capping material"": ""Antimony oxide"",
        ""Capping thickness"": ""11.5 nm (150 cycles)"",
        ""Capping deposition temperature"": ""200°C"",
        ""Sheet resistance measurement"": ""Four-point probe setup"",
        ""Boron profiling"": ""SIMS with oxygen beam of 1 keV energy"",
        ""Chemical analysis"": ""XPS with Mg Ka radiation"",
        ""SEM imaging"": ""Electron beam of 2 kV and 10 nA at 45° impact angle""
    }
}"
866,WO3,W(CO)6,H2O,,,10.1149/2.0241509jss,R732956,Nanomechanical and Morphological Characterization of Tungsten Trioxide (WO<sub>3</sub>) Thin Films Grown by Atomic Layer Deposition,"{
    ""process_parameters"": {
        ""reactants"": [
            ""W(CO)6, H2O""
        ],
        ""temperature_range"": ""150°C to 320°C"",
        ""pressure_range"": ""20 mTorr""
    },
    ""film_properties"": {
        ""material"": ""WO3"",
        ""thickness_control"": ""2000 ALD cycles, approximately 40 nm thick"",
        ""uniformity"": ""Uniform deposition observed"",
        ""conformality"": ""-"",
        ""film_thickness"": ""Approximately 40 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""1.03 nm (as deposited), 1.12 nm (500°C annealed), 1.26 nm (600°C annealed), 1.6 nm (700°C annealed)"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.2 Å/ALD cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""Recrystallization and transformation into polycrystalline films after annealing"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""hardness"": ""14 GPa (as deposited), 10 GPa (annealed)"",
        ""modulus"": ""170 GPa (as deposited), 140 GPa (annealed)"",
        ""grain_size"": ""51 nm (as deposited), 58.9 nm (500°C annealed), 58.8 nm (600°C annealed), 39.2 nm (700°C annealed)""
    }
}"
3197,Li4Ti5O12,LiN(SiMe3)2,Ti(NMe2)4,H2O,,10.1002/smll.202102635,R732959,Atomic Layer Deposition of Textured Li<sub>4</sub>Ti<sub>5</sub>O<sub>12</sub>: A High‐Power and Long‐Cycle Life Anode for Lithium‐Ion Thin‐Film Batteries,"{
    ""process_parameters"": {
        ""reactants"": [
            ""LiN(SiMe3)2, Ti(NMe2)4, H2O""
        ],
        ""temperature_range"": ""220-320 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""Li4Ti5O12"",
        ""thickness_control"": ""Thickness verified by SEM and in-situ spectroscopic ellipsometry (iSE)"",
        ""uniformity"": ""Dense, homogenous, and crack-free films"",
        ""conformality"": ""Highly conformal coating"",
        ""film_thickness"": ""30 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Similar roughness for both ALD and pCVD TiN substrates"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, evidenced by the growth per cycle (GPC) behavior"",
        ""nucleation_behavior"": ""Influenced by the substrate type, with different crystallization times and degrees"",
        ""growth_per_cycle"": ""0.6 Å/cycle at 300 °C""
    },
    ""safety"": ""Stable lithium insertion/extraction voltage at 1.55 V versus Li+/Li"",
    ""stability"": ""97.9% capacity retention after 1000 cycles at 100 C"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""High-power and long-cycle life anode for lithium-ion thin-film batteries"",
    ""extra_properties"": {
        ""Electrochemical properties"": ""Planar films reveal 98% of the theoretical capacity with 588 mAh cm−3 at 1 C"",
        ""C-rate performance"": ""Capacities of 278 mAh cm−3 at extreme rates of 200 C"",
        ""Annealing conditions"": ""750 °C for 8-10 minutes depending on the substrate"",
        ""Crystallization degree"": ""Directly correlated to electrochemical performance"",
        ""Surface capacity contribution"": ""Minimized non-plateau capacity attributed to surface capacity""
    }
}"
3234,GdF3,Gd(thd)3,NH4F,,,10.1116/6.0001629,R732962,Atomic layer deposition of GdF3 thin films,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Gd(thd)3, NH4F""
        ],
        ""temperature_range"": ""275-375 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""GdF3"",
        ""thickness_control"": ""Thickness grows linearly with applied cycles"",
        ""uniformity"": ""Uniform coating on surfaces with complicated morphologies"",
        ""conformality"": ""-"",
        ""film_thickness"": ""Varies with cycles, e.g., ~64 nm at 300 °C"",
        ""film_density"": ""6.80-6.95 g/cm3"",
        ""surface_roughness"": ""Root mean square roughness (Rq) values: 9.5 nm (300 °C), 6.5 nm (325 °C), 6.3 nm (350 °C), 8.1 nm (375 °C)"",
        ""refractive_index"": ""1.50-1.51 at 633 nm""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Saturation of the growth per cycle (GPC) with respect to precursor pulses and purges was proved at 300 °C"",
        ""nucleation_behavior"": ""Surface enhanced growth mode indicated by higher GPC in the beginning"",
        ""growth_per_cycle"": ""0.22-0.26 Å/cycle""
    },
    ""safety"": ""NH4F used as a safer option for HF"",
    ""stability"": ""Films stable in ambient air for several months"",
    ""reproducibility"": ""Highly reproducible due to self-limiting nature"",
    ""precursor_consumption"": ""Higher consumption of NH4F compared to Gd(thd)3"",
    ""device_performance"": ""Permittivity values of 8.9 and 9.3 for 45 nm and 64 nm films deposited at 300 °C"",
    ""extra_properties"": {
        ""impurity_contents"": ""Low contents of H, C, N, and O; e.g., C: 0.07-0.23 at-%, H: max 0.5 at-%, N: <0.04 at-%, O: <1 at-%"",
        ""crystallinity"": ""Orthorhombic GdF3"",
        ""antireflection_properties"": ""Serves as an antireflective coating on sapphire across 190-1100 nm"",
        ""adhesion"": ""Passed Scotch tape test"",
        ""electrical_properties"": ""Insulator with wide band gap of ~10 eV; permittivity values measured""
    }
}"
739,Ir,Ir(acac)3,O2,,,10.3390/coatings11020173,R732966,Influence of Substrate Materials on Nucleation and Properties of Iridium Thin Films Grown by ALD,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Ir(acac)3, O2""
        ],
        ""temperature_range"": ""380 °C"",
        ""pressure_range"": ""less than 1 hPa""
    },
    ""film_properties"": {
        ""material"": ""Ir"",
        ""thickness_control"": ""X-ray reflectivity (XRR) measurements and simulations"",
        ""uniformity"": ""Uniformity varies with substrate; almost closed layers on Si wafers, BK7, and Ta2O5 after 150-200 cycles"",
        ""conformality"": ""Conformal coatings achieved on various substrates"",
        ""film_thickness"": ""Varies with substrate and number of cycles; e.g., 5 nm on Ta2O5 after 100 cycles"",
        ""film_density"": ""Reaches bulk density of 22.56 g/cm3 after approx. 150 cycles on Si wafers"",
        ""surface_roughness"": ""Surface roughness varies with substrate; e.g., 0.15 nm rms on Si wafers"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, typical ALD self-limiting behavior observed"",
        ""nucleation_behavior"": ""Nucleation varies with substrate; delayed on Al2O3 and HfO2"",
        ""growth_per_cycle"": ""0.071 nm/cycle on Si wafers""
    },
    ""safety"": ""Neutralization of excess chemicals and reactive by-products using a particle trap and absorber column"",
    ""stability"": ""-"",
    ""reproducibility"": ""Reproducible growth observed with defined process parameters"",
    ""precursor_consumption"": ""Efficient precursor usage with defined pulse and purge times"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""substrate_influence"": ""Significant influence of substrate on nucleation and growth"",
        ""percolation_threshold"": ""Between 75 and 100 cycles for most substrates"",
        ""adhesive_strength"": ""Evaluated by tape tests according to DIN ISO 9211-4""
    }
}"
3249,PtCoxOy,Pt(CpMe)Me3,Co(tBuAMD)2,O2 plasma,,10.1002/admi.202200013,R732970,Atomic Layer Deposition of the Conductive Delafossite PtCoO<sub>2</sub>,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Pt(CpMe)Me3, Co(tBuAMD)2, O2 plasma""
        ],
        ""temperature_range"": ""100 to 320 °C"",
        ""pressure_range"": ""20 to 100 mTorr""
    },
    ""film_properties"": {
        ""material"": ""PtCoxOy"",
        ""thickness_control"": ""Thickness and composition were measured by varying growth parameters; XPS and XRD were used for characterization."",
        ""uniformity"": ""Uniform coating in trenches with aspect ratio of 7.5:1 (20 nm wide, 150 nm deep)"",
        ""conformality"": ""Conformal coating observed in narrow trenches"",
        ""film_thickness"": ""10 nm to 60 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Growth saturated after about 1s exposure of Me3PtCpMe and 4s exposure of Co-AMD"",
        ""nucleation_behavior"": ""Grain nucleation points observed in HAADF STEM images"",
        ""growth_per_cycle"": ""0.7 Å per cycle""
    },
    ""safety"": ""-"",
    ""stability"": ""Stable in O2 atmosphere between 700 and 800 °C; decomposes to CoOx and Pt at 900 °C"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Potential for spintronic applications demonstrated; strong PMA observed in Co/Ni/Co multilayer on PtCoO2"",
    ""extra_properties"": {
        ""Electrical resistivity"": ""35 to 60 µΩ cm at room temperature"",
        ""Electron density"": ""2 × 10^28 m^-3"",
        ""Electron mobility"": ""8 to 12 cm^2 Vs^-1"",
        ""Magnetoresistance"": ""No significant field dependence observed"",
        ""Hall resistivity"": ""Linear slope observed, indicating single-carrier-type behavior""
    }
}"
2286,LiPxOyNz,LiOtBu,PO(OMe)3,H2O,N2 plasma,10.1149/2.1191906jes,R732973,Plasma-Assisted ALD of LiPO(N) for Solid State Batteries,"{
    ""process_parameters"": {
        ""reactants"": [
            ""LiOtBu, PO(OMe)3, H2O, N2 plasma""
        ],
        ""temperature_range"": ""100°C to 275°C"",
        ""pressure_range"": ""< 1 10⁻⁶ Torr""
    },
    ""film_properties"": {
        ""material"": ""LiPxOyNz"",
        ""thickness_control"": ""In-situ ellipsometry using a J.A. Woollam, Inc. M2000U ellipsometer"",
        ""uniformity"": ""Good conformality on high aspect ratio pillars"",
        ""conformality"": ""Verified by SEM on etched Si micropillar arrays"",
        ""film_thickness"": ""40 nm to 90 nm"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""ALD is based on sequential self-limiting surface reactions"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""Growth per cycle (GPC) drops significantly below 200°C""
    },
    ""safety"": ""All solid state 3D batteries are pursued for their increased safety"",
    ""stability"": ""70 nm LiPON layer is stable versus metallic lithium for prolonged time"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""Solid state battery with 70 nm ALD LiPON solid electrolyte showed a capacity of 0.3 Ah/cm³ at a rate of 5C"",
    ""extra_properties"": {
        ""Li-ion conductivity of Li3PO4"": ""1.4 × 10⁻¹⁰ S/cm at 25°C"",
        ""Li-ion conductivity of LiPON"": ""5 × 10⁻⁷ S/cm at 25°C"",
        ""Crystallinity"": ""Crystallinity increases with increasing temperature"",
        ""Stoichiometry of Li3PO4"": ""Li2.4-3.2PO4.3-5"",
        ""Stoichiometry of LiPON"": ""Li1.9PO2.6N0.23 to Li1.8PO2.5N0.25"",
        ""Hydrogen and Carbon content in LiPON"": ""0.5% hydrogen and 0.2% carbon"",
        ""Effect of plasma power on LiPON"": ""Increased plasma power increases nitrogen incorporation and Li-ion conductivity"",
        ""Effect of temperature on LiPON"": ""Lowering temperature increases nitrogen incorporation and Li-ion conductivity""
    }
}"
3275,CsI,Cs(N(SiMe3)2),SnI4,,,10.1021/acs.chemmater.2c01202,R732976,Atomic Layer Deposition of CsI and CsPbI<sub>3</sub>,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Cs(N(SiMe3)2), SnI4""
        ],
        ""temperature_range"": ""140–350 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""CsI"",
        ""thickness_control"": ""Linear dependence on the number of deposition cycles; optimal parameters: 1.5 s pulse for Cs(btsa), 0.5 s pulse for SnI4, 1.0 s purge"",
        ""uniformity"": ""Continuous, uniform, and pinhole-free films below 180 °C"",
        ""conformality"": ""Good conformality in holes with 10:1 aspect ratio"",
        ""film_thickness"": ""Up to 1.1 µm in 3.6 h"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""8.6 nm at 150 °C"",
        ""refractive_index"": ""1.80 at 580 nm""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, GPC saturates with respect to precursor pulse durations and is independent of purge durations"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""3.3 Å (85% of a CsI monolayer)""
    },
    ""safety"": ""-"",
    ""stability"": ""Films are hygroscopic and react with CO2 and H2O to produce CsHCO3"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""optical_band_gap"": ""5.49 eV"",
        ""dielectric_constant"": ""6.8"",
        ""conversion_to_perovskite"": ""CsI can be converted to CsPbI3 by depositing PbI2 on top of CsI""
    }
}"
3276,CsPbI3,Cs(N(SiMe3)2),Pb(N(SiMe3)2)2,SnI4,,10.1021/acs.chemmater.2c01202,R732976,Atomic Layer Deposition of CsI and CsPbI<sub>3</sub>,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Cs(N(SiMe3)2), Pb(N(SiMe3)2)2, SnI4""
        ],
        ""temperature_range"": ""140-350 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""CsPbI3"",
        ""thickness_control"": ""Accurate control over film thickness and composition"",
        ""uniformity"": ""Uniform and phase-pure thin films"",
        ""conformality"": ""Good conformality in holes with 10:1 aspect ratio"",
        ""film_thickness"": ""100 nm CsI film, 1.1-μm-thick CsI film in 3.6 h"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""8.6 nm at 150 °C"",
        ""refractive_index"": ""1.80 at 580 nm""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Yes, GPC saturates with respect to both precursor pulse durations and is independent of the purge durations"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""3.3 Å""
    },
    ""safety"": ""Handling of volatile and potentially hazardous chemicals like SnI4 and Cs(btsa)"",
    ""stability"": ""CsI films are hygroscopic and react with CO2 and H2O to produce CsHCO3"",
    ""reproducibility"": ""Consistent film composition and properties across different deposition cycles"",
    ""precursor_consumption"": ""High volatility of Cs(btsa) enables efficient deposition"",
    ""device_performance"": ""Potential for use in X-ray detectors and perovskite solar cells"",
    ""extra_properties"": {
        ""optical_band_gap"": ""1.72 eV for α-CsPbI3, 2.85 eV for δ-CsPbI3"",
        ""dielectric_constant"": ""6.8 for CsI films"",
        ""film_morphology"": ""Columnar crystallites for CsI films, dense CsPbI3 layer with unreacted CsI grains""
    }
}"
3280,CoO,Co(N(SiMe3)2)2(THF),H2O,,,10.1116/1.5066638,R732745,Atomic layer deposition of cobalt(II) oxide thin films from Co(BTSA)2(THF) and H2O,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Co(BTSA)2(THF), H2O""
        ],
        ""temperature_range"": ""75-250 °C"",
        ""pressure_range"": ""Approximately 10 mbar""
    },
    ""film_properties"": {
        ""material"": ""CoO"",
        ""thickness_control"": ""Ellipsometry, X-ray reflectivity (XRR), UV-Vis spectroscopy"",
        ""uniformity"": ""Visually uniform films over 5×5 cm2 substrates at 100 °C with 8 s purge times"",
        ""conformality"": ""-"",
        ""film_thickness"": ""Linearly dependent on the number of applied deposition cycles"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""6.6 nm at 75 °C, 1.6 to 3.8 nm at 100-250 °C"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Confirmed with respect to both precursors at deposition temperatures of 100 and 200 °C"",
        ""nucleation_behavior"": ""No major nucleation delay effect at 100 or 200 °C"",
        ""growth_per_cycle"": ""1.2 Å at 75 °C, 1.1 Å at 100 and 125 °C, 0.78 Å at 150 °C, 0.43 Å at 200 °C, 0.20 Å at 250 °C""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Film composition"": ""Main impurities: H (12-19 at-%), Si (1.8-6.4 at-%), C (~2 at-%), no nitrogen detected"",
        ""Film phases"": ""Cubic rock salt and hexagonal wurtzite phases of CoO"",
        ""Film crystallinity"": ""Partially amorphous, low intensity diffractions"",
        ""Surface morphology"": ""Larger grains and rougher surface at 75 °C, smoother films at 100-250 °C"",
        ""Chemical state of cobalt"": ""Primary oxidation state is +2, confirmed by XPS"",
        ""In-situ reaction mechanism"": ""Ligand exchange mechanism, minor thermal decomposition or condensation of the cobalt precursor""
    }
}"
867,MoO3,Mo(CO)6,O2 plasma,,,10.1038/ncomms8817,,,"{
    ""process_parameters"": {
        ""reactants"": [
            ""Mo(CO)6, O2 plasma""
        ],
        ""temperature_range"": ""-"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""MoO3"",
        ""thickness_control"": ""-"",
        ""uniformity"": ""-"",
        ""conformality"": ""-"",
        ""film_thickness"": ""-"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""-"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""-"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""-""
    },
    ""safety"": ""-"",
    ""stability"": ""-"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""-"",
    ""extra_properties"": {
        ""Additional property 1"": ""Synthesis of Mo1-xWxS2 alloy using sulfurization of super-cycle ALD Mo1-xWxOy"",
        ""Additional property 2"": ""Two-step sulfurization process for MoS2 synthesis"",
        ""Additional property 3"": ""Layer-number-controlled MoS2 synthesis"",
        ""Additional property 4"": ""Characterization of MoS2 using Raman, PL, and HRTEM"",
        ""Additional property 5"": ""Super-cycle ALD-based Mo1-xWxS2 alloy synthesis process"",
        ""Additional property 6"": ""Composition control of Mo1-xWxS2 alloy"",
        ""Additional property 7"": ""VCC Mo1-xWxS2 multilayer synthesis"",
        ""Additional property 8"": ""ARXPS and Raman spectroscopy for VCC Mo1-xWxS2 multilayer characterization"",
        ""Additional property 9"": ""Interlayer coupling in VCC Mo1-xWxS2 multilayer""
    }
}"
3283,MoS2,C7H8Mo(CO)3,H2S,,,10.1002/admi.202200643,R732982,Atomic Layer Deposition of MoS<sub>2</sub> Decorated TiO<sub>2</sub> Nanotubes for Photoelectrochemical Water Splitting,"{
    ""process_parameters"": {
        ""reactants"": [
            ""C7H8Mo(CO)3, H2S""
        ],
        ""temperature_range"": ""225-285 °C"",
        ""pressure_range"": ""-""
    },
    ""film_properties"": {
        ""material"": ""MoS2"",
        ""thickness_control"": ""Thickness increases linearly with a growth per cycle (GPC) of 0.11 nm"",
        ""uniformity"": ""Uniform coverage on high aspect ratio substrates such as CNTs and TiO2 nanotubes"",
        ""conformality"": ""High conformality on complex nanostructures"",
        ""film_thickness"": ""Up to 9 nm for 100 ALD cycles"",
        ""film_density"": ""-"",
        ""surface_roughness"": ""Low root-mean-square surface roughness of ~2 nm for films deposited at 250 °C"",
        ""refractive_index"": ""-""
    },
    ""process_characteristics"": {
        ""self_limiting_behavior"": ""Typical self-limiting characteristic within the ALD temperature window"",
        ""nucleation_behavior"": ""-"",
        ""growth_per_cycle"": ""0.11 nm""
    },
    ""safety"": ""-"",
    ""stability"": ""Improved crystallinity and purity after in situ post-deposition sulfurization at 300 °C with H2S"",
    ""reproducibility"": ""-"",
    ""precursor_consumption"": ""-"",
    ""device_performance"": ""MoS2/TiO2 heterostructures exhibit approximately three times superior photoelectrochemical performance than pristine TiO2 nanotubes"",
    ""extra_properties"": {
        ""substrates_used"": ""Si wafer, thermally oxidized SiO2/Si wafer, sapphire, glass, CNTs, anodized TiO2 nanotube arrays"",
        ""annealing_process"": ""In situ post-deposition sulfurization at 300 °C with H2S for 4 hours"",
        ""chemical_composition"": ""Presence of oxygen, molybdenum, carbon, sulfur in the sample, and silicon from the underlying substrate"",
        ""XPS_analysis"": ""Mo 3d spectra show Mo4+ and Mo6+ components; S 2p spectra indicate presence of amorphous MoS3 or unreacted sulfur"",
        ""Raman_spectroscopy"": ""Characteristic Raman peaks at 406.7 and 380.6 cm-1 after sulfurization, indicating improved crystallinity"",
        ""TEM_analysis"": ""Clear lattice fringes associated with a d-spacing of 0.63 nm, assigned to the (002) planes of MoS2"",
        ""PEC_performance"": ""Improved photocurrent density of ~30 µA cm-2 for MoS2/TiNTs heterostructure under visible light irradiation""
    }
}"
